shot_id,x,y,distance,player,player_num,player_pos,team,vs,season,league,round,venue,won,points,made,assisted,is_open,blocked,kind,quarter,time_rem,time_elapsed,deficit,pts_scored
222,1092.74121051047,-220.554442100396,3.42694,Ferdinand Ravena III,0,SF,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,0,0,0,0,post,1,4.75,5.25,6,0
223,731.844816960665,-235.426123423806,0.765139,Chibueze Ikeh,21,C,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,1,0,0,0,follow-up,1,4.70667,5.29333,6,2
225,1247.13520037555,-288.126166333184,5.07916,Jun Manzo,13,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,1,1,0,0,pull-up,1,4.17167,5.82833,-8,2
226,1262.91785079947,-727.259259566853,7.59561,Antonio Rafael Asistio,4,SG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,0,0,0,0,catch-and-shoot,1,3.875,6.125,6,0
227,688.628266020547,-118.883992130738,0.794202,Chibueze Ikeh,21,C,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,0,0,0,0,follow-up,1,3.81667,6.18333,6,0
228,383.944994519491,-140.239060071865,3.71722,Norman Aaron Black,8,SG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,0,0,0,0,pull-up,1,3.455,6.545,6,0
229,821.753102179515,-193.470793911826,0.735878,Jerson Prado,20,C,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,1,0,0,0,lay-up,1,3.31667,6.68333,-6,2
230,1263.65164625668,-558.18208442719,6.44431,Ferdinand Ravena III,0,SF,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,0,0,0,0,pull-up,1,3.11667,6.88333,4,0
231,623.956526255077,-862.402333625251,7.12064,Jun Manzo,13,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,3,1,0,1,0,pull-up,1,2.86667,7.13333,-4,3
232,68.847769042097,-135.520680161968,6.86682,Jose Lorenzo Mendoza,10,PG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,0,0,0,0,catch-and-shoot,1,2.56667,7.43333,1,0
235,924.599567370682,-151.047325406522,1.69986,Juan Gomez de Liaño,1,SG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,lay-up,1,2.225,7.775,-3,0
238,818.292593686562,-450.971375218102,2.95333,Jarrell Lim,12,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,floater,1,1.35667,8.64333,-3,0
239,1388.61266019696,-491.11240653386,7.13758,Michael Joseph Nieto,7,SF,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,0,0,0,0,catch-and-shoot,1,1.025,8.975,3,0
240,477.904336534448,-794.935253859502,6.90475,Juan Gomez de Liaño,1,SG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,3,1,1,1,0,catch-and-shoot,1,0.901667,9.098333,-3,3
241,70.4241650547301,-278.128846662295,6.94272,George Isaac Go,11,C,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,1,1,0,0,catch-and-shoot,1,0.506667,9.493333,0,3
242,268.873489107661,-812.625107293834,8.11777,Juan Gomez de Liaño,1,SG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,3,0,0,0,0,catch-and-shoot,1,0.191667,9.808333,-3,0
243,199.653624583493,-603.980534084178,7.09447,Jose Lorenzo Mendoza,10,PG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,1,1,1,0,catch-and-shoot,1,0.0666667,9.9333333,3,3
244,614.913096940471,-526.411269215951,3.89943,Rafael Lorenzo Verano,22,PF,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,0,0,0,0,catch-and-shoot,2,9.66667,10.33333,6,0
245,792.736163833098,-90.8049914258594,0.810197,Rafael Lorenzo Verano,22,PF,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,0,0,0,0,lay-up,2,9.26667,10.73333,6,0
246,572.668272633333,-423.735010213535,3.18573,Juan Gomez de Liaño,1,SG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,1,0,0,0,lay-up,2,9.145,10.855,-6,2
248,1071.32287016815,-409.281036380349,4.01199,Juan Gomez de Liaño,1,SG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,1,0,0,0,lay-up,2,8.91667,11.08333,-4,2
249,568.761771919226,-220.45981319534,1.95049,Norman Aaron Black,8,SG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,1,0,0,0,lay-up,2,8.63333,11.36667,2,2
250,547.2961954301,-207.048356322202,2.12427,Jerson Prado,20,C,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,1,lay-up,2,8.51667,11.48333,-4,0
251,81.1167620638035,-101.308381969205,6.76656,Michael Joseph Nieto,7,SF,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,0,0,0,0,catch-and-shoot,2,8.4,11.6,4,0
252,865.233330245093,-156.863723315966,1.10377,Norman Aaron Black,8,SG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,1,0,0,0,follow-up,2,8.33333,11.66667,4,2
253,723.381284175969,-457.955171570471,2.97142,Jarrell Lim,12,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,1,0,0,0,pull-up,2,8.03333,11.96667,-6,2
255,1109.13991999167,-720.477702297275,6.60874,Christian Tyler Tio,19,PG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,1,0,0,0,pull-up,2,7.82167,12.17833,3,2
256,722.623364330514,-914.075564774847,7.52273,Juan Gomez de Liaño,1,SG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,3,0,0,0,0,pull-up,2,7.48333,12.51667,-5,0
257,1133.96422606063,-705.799512590455,6.62411,George Isaac Go,11,C,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,0,0,0,0,catch-and-shoot,2,7.06,12.94,5,0
258,429.732707722817,-433.87884547209,4.2361,Jarrell Lim,12,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,pull-up,2,6.70333,13.29667,-5,0
259,726.630528046122,-654.97110253906,4.93288,Norman Aaron Black,8,SG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,0,0,0,0,pull-up,2,6.41333,13.58667,5,0
262,549.495658479476,-475.280679650384,3.74251,Juan Gomez de Liaño,1,SG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,1,0,0,0,floater,2,6.21667,13.78333,-7,2
263,993.494452475082,-135.244833366471,2.40047,Rafael Lorenzo Verano,22,PF,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,0,0,0,1,lay-up,2,6.01667,13.98333,5,0
264,829.364942702315,-226.460860141469,0.980874,George Isaac Go,11,C,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,1,0,0,0,follow-up,2,5.97667,14.02333,5,2
266,1050.77914105835,-797.048969233622,7.00098,George Isaac Go,11,C,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,0,0,0,0,catch-and-shoot,2,5.70833,14.29167,8,0
267,1128.77570883842,-799.108091811772,7.38226,Michael Joseph Nieto,7,SF,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,1,1,1,0,catch-and-shoot,2,5.61,14.39,8,3
268,179.141575808671,-556.44372388194,6.97714,Michael Joseph Nieto,7,SF,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,0,0,0,0,catch-and-shoot,2,5.35,14.65,11,0
269,757.259581065318,-364.744594241205,2.02257,Noah Webb,25,SF,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,floater,2,5.07667,14.92333,-11,0
272,598.67814285948,-354.914426003608,2.47911,Christian Tyler Tio,19,PG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,1,0,0,0,lay-up,2,4.2,15.8,10,2
273,49.5859659473205,-195.401692617218,7.06181,Paul Desiderio,18,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,3,0,0,0,0,catch-and-shoot,2,3.83333,16.16667,-12,0
274,973.510225264226,-470.004037302522,3.77234,Javi Gomez de Liaño,6,PF,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,1,0,0,0,lay-up,2,3.62,16.38,-12,2
275,139.172440723437,-484.358130914736,6.94864,Michael Joseph Nieto,7,SF,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,0,0,0,0,catch-and-shoot,2,3.21667,16.78333,10,0
276,741.737167713631,-206.844362194981,0.462853,Kristoffer James Porter,14,C,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,1,0,0,0,follow-up,2,3.155,16.845,10,2
277,548.726815425487,-854.052506913592,7.2166,Kristoffer James Porter,14,C,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,0,0,0,0,catch-and-shoot,2,2.75167,17.24833,10,0
278,1413.88684341028,-351.906104596723,6.8557,Javi Gomez de Liaño,6,PF,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,3,0,0,0,0,catch-and-shoot,2,2.45333,17.54667,-12,0
279,525.070651976879,-363.740341199773,3.05557,Gian Robert Mamuyac,3,SG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,1,0,0,0,floater,2,2.315,17.685,12,2
280,716.096850640151,-253.705059669706,0.991555,Paolo Romero,19,PF,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,1,0,0,0,lay-up,2,1.99,18.01,-14,2
282,797.296765692029,-342.350202739361,1.84757,Paul Desiderio,18,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,lay-up,2,1.72333,18.27667,-11,0
283,1035.20799755514,-222.293744475252,2.86517,Kristoffer James Porter,14,C,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,0,0,0,0,post,2,1.565,18.435,11,0
286,306.646046217576,-752.534372934981,7.41055,Paul Desiderio,18,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,3,1,1,0,0,catch-and-shoot,2,1.28,18.72,-13,3
287,1317.80844345847,-643.824202220757,7.40558,Paul Desiderio,18,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,3,0,0,0,0,catch-and-shoot,2,0.846667,19.153333,-10,0
288,390.499757110902,-386.73466588117,4.2795,Juan Gomez de Liaño,1,SG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,1,0,0,0,lay-up,2,0.633333,19.366667,-10,2
289,31.0397426848105,-184.056177733765,7.24281,Kristoffer James Porter,14,C,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,0,0,0,0,catch-and-shoot,2,0.5,19.5,8,0
290,668.313064946452,-904.820034713727,7.47364,Rafael Lorenzo Verano,22,PF,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,0,0,0,0,pull-up,2,0.345,19.655,8,0
291,683.297893129128,-746.720081836744,5.88604,Jun Manzo,13,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,pull-up,2,0.085,19.915,-8,0
292,214.630133295223,-122.711447147702,5.41833,Paul Desiderio,18,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,catch-and-shoot,2,0.0283333,19.9716667,-8,0
293,152.881097954924,-553.468611383932,7.17916,Antonio Rafael Asistio,4,SG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,0,0,0,0,catch-and-shoot,3,9.54833,20.45167,8,0
294,745.90004683615,-290.969250166617,1.28791,Manuel Vicente Tolentino,5,PF,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,0,0,0,0,follow-up,3,9.49333,20.50667,8,0
295,732.377139980104,-401.302403273174,2.39872,Juan Gomez de Liaño,1,SG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,follow-up,3,9.34833,20.65167,-8,0
296,718.949580454034,-868.115585972779,7.06536,Chibueze Ikeh,21,C,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,0,0,0,0,catch-and-shoot,3,9.19667,20.80333,8,0
297,222.552929382311,-614.331995277698,6.98321,Paul Desiderio,18,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,3,0,0,0,0,pull-up,3,8.90333,21.09667,-8,0
300,710.728172189503,-106.085337019913,0.71712,Paul Desiderio,18,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,1,0,0,0,lay-up,3,8.12,21.88,-9,2
301,789.19733817515,-216.105010895767,0.635842,Chibueze Ikeh,21,C,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,0,0,0,0,lay-up,3,7.715,22.285,7,0
304,1113.15457276034,-675.53542854087,6.25684,Jun Manzo,13,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,1,0,0,0,pull-up,3,6.78333,23.21667,-9,2
305,580.0659799948,-308.761752859893,2.28023,Joseph Matthew Nieto,12,PG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,0,0,0,0,lay-up,3,6.38333,23.61667,7,0
306,911.050287141369,-373.822610634207,2.62696,Paul Desiderio,18,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,lay-up,3,6.18333,23.81667,-7,0
307,637.81113625181,-116.397769769095,1.25931,Paul Desiderio,18,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,follow-up,3,6.15,23.85,-7,0
310,94.4213197638023,-363.325111690674,6.90431,Paul Desiderio,18,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,3,0,0,0,0,catch-and-shoot,3,5.96667,24.03333,-9,0
311,660.459090625318,-389.333126682425,2.45746,Juan Gomez de Liaño,1,SG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,follow-up,3,5.9,24.1,-9,0
316,746.960397543518,-103.378586880691,0.596655,George Isaac Go,11,C,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,0,0,0,0,lay-up,3,4.96667,25.03333,10,0
317,737.367984801462,-329.96901671415,1.68395,Ferdinand Ravena III,0,SF,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,1,0,0,0,lay-up,3,4.76667,25.23333,10,2
320,107.857320465344,-569.010007063996,7.64228,Paul Desiderio,18,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,3,0,0,0,1,catch-and-shoot,3,4.4,25.6,-11,0
321,787.080105339619,-269.21847056105,1.11436,Jerson Prado,20,C,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,1,lay-up,3,4.35,25.65,-11,0
322,960.461786567035,-558.034620210668,4.45715,Jerson Prado,20,C,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,catch-and-shoot,3,3.81667,26.18333,-11,0
323,949.488214766896,-196.041726374723,1.97359,Norman Aaron Black,8,SG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,0,0,0,0,floater,3,3.58333,26.41667,11,0
324,657.280790362985,-309.859271119409,1.76816,Jarrell Lim,12,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,1,0,0,0,lay-up,3,3.33333,26.66667,-11,2
325,79.6598708595464,-299.24103535187,6.89045,Norman Aaron Black,8,SG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,1,1,1,0,catch-and-shoot,3,3.05,26.95,9,3
326,836.248041092153,-670.818077101053,5.1477,Jarrell Lim,12,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,pull-up,3,2.68333,27.31667,-12,0
331,1439.70693148906,-223.374630480705,6.87408,Michael Joseph Nieto,7,SF,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,0,0,0,0,catch-and-shoot,3,1.88333,28.11667,12,0
334,79.8302294886864,-116.933089311697,6.76706,Michael Joseph Nieto,7,SF,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,1,1,1,0,catch-and-shoot,3,1.53333,28.46667,10,2
335,670.154936879063,-80.6964714376964,1.17858,Norman Aaron Black,8,PG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,0,0,0,0,lay-up,3,0.92,29.08,10,0
336,865.932093058284,-385.65781824786,2.49209,Jarrell Lim,12,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,1,0,0,0,floater,3,0.765,29.235,-12,2
337,41.335237093619,-178.275639720313,7.13839,Rafael Lorenzo Verano,22,PF,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,1,1,1,0,catch-and-shoot,3,0.356667,29.643333,10,3
338,788.397301137405,-356.544203535478,1.96897,Paul Desiderio,18,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,1,0,0,0,lay-up,3,0.0633333,29.9366667,-13,2
339,581.609158139823,-747.584597040964,6.10236,Christian Tyler Tio,19,PG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,1,0,0,0,pull-up,4,9.88333,30.11667,11,2
340,500.62677975291,-354.782762746606,3.1887,Jarrell Lim,12,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,pull-up,4,9.51667,30.48333,-13,0
341,826.002826320634,-344.309092090848,1.95182,Norman Aaron Black,8,SG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,0,0,0,1,lay-up,4,9.35,30.65,13,0
342,566.817858427214,-835.984958531925,6.99281,Christian Tyler Tio,19,PG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,1,1,0,0,catch-and-shoot,4,9.28333,30.71667,13,3
343,582.20865480355,-314.199168552259,2.29934,Paul Desiderio,18,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,floater,4,8.86667,31.13333,-16,0
344,370.590794202329,-739.252254105762,6.93119,Christian Tyler Tio,19,PG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,1,0,0,0,pull-up,4,8.66667,31.33333,16,3
345,67.9584610462111,-170.770894265922,6.87091,Noah Webb,25,SF,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,3,1,1,0,0,catch-and-shoot,4,8.43333,31.56667,-19,3
346,682.231037869954,-810.04673187583,6.51623,Christian Tyler Tio,19,PG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,1,0,0,0,pull-up,4,8.11667,31.88333,-16,2
347,863.907902381768,-355.960133263032,2.22008,Ibrahim Ouattara,11,C,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,pull-up,4,7.81667,32.18333,-18,0
348,846.459193664496,-189.4595275593,0.953499,Chibueze Ikeh,21,C,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,1,1,0,0,lay-up,4,7.51667,32.48333,18,2
350,717.123883757023,-589.217240673697,4.28395,Kyles Lao,4,SG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,pull-up,4,7.34833,32.65167,-20,0
351,538.001946548309,-763.464549619066,6.38942,Michael Joseph Nieto,7,SF,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,0,0,0,0,pull-up,4,7.13333,32.86667,20,0
352,988.99509290492,-150.92593744839,2.34281,Kyles Lao,4,SG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,lay-up,4,6.98333,33.01667,-20,0
353,670.511493470279,-490.444930905729,3.38653,Ibrahim Ouattara,11,C,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,pull-up,4,6.86667,33.13333,-20,0
354,397.658008656687,-485.159702086569,4.81459,Joseph Matthew Nieto,12,PG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,0,0,0,0,pull-up,4,6.65,33.35,20,0
357,210.15536157229,-103.505136467838,5.48029,Norman Aaron Black,8,SG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,0,0,0,0,catch-and-shoot,4,6.11667,33.88333,21,0
360,634.313902555657,-201.453748884451,1.26817,Rafael Lorenzo Verano,22,PF,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,1,0,0,0,follow-up,4,6.06667,33.93333,21,2
361,36.2657157361028,-320.218510220944,7.35836,Joseph Matthew Nieto,12,PG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,1,1,1,0,catch-and-shoot,4,5.16667,34.83333,21,3
362,171.972665747142,-281.286163873257,5.95005,Juan Gomez de Liaño,1,SG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,pull-up,4,4.83333,35.16667,-24,0
363,923.093805181191,-180.657692097267,1.69072,Jun Manzo,13,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,1,0,0,0,lay-up,4,4.555,35.445,-24,2
365,797.746222418018,-333.18368200272,1.75955,Juan Gomez de Liaño,1,SG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,1,lay-up,4,4.36667,35.63333,-21,0
366,895.479732551538,-859.921135688519,7.11429,Christopher Vito,15,PF,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,3,0,0,0,0,catch-and-shoot,4,4.31667,35.68333,-21,0
367,693.471080682961,-184.122797441224,0.652177,Juan Gomez de Liaño,1,SG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,1,0,0,0,follow-up,4,4.25833,35.74167,-21,2
369,1433.28073963644,-191.293709411463,6.78892,Joseph Matthew Nieto,12,PG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,0,0,0,0,catch-and-shoot,4,3.96667,36.03333,18,0
370,893.733629326933,-178.505475129334,1.39654,Ferdinand Ravena III,0,SF,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,1,0,0,0,follow-up,4,3.89833,36.10167,18,2
374,1010.16809969244,-826.721475613862,7.11548,Juan Gomez de Liaño,1,SG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,3,0,0,0,0,pull-up,4,3.6,36.4,-21,0
377,395.379901234904,-277.756293840643,3.77638,Joseph Matthew Nieto,12,PG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,1,0,0,0,pull-up,4,3.36667,36.63333,22,2
378,1415.13845003594,-384.899215490037,6.96595,Jarrell Lim,12,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,3,1,1,0,0,catch-and-shoot,4,3.23333,36.76667,-24,3
379,816.512895292462,-234.601194345319,0.947756,Ferdinand Ravena III,0,SF,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,1,0,0,0,lay-up,4,2.78333,37.21667,21,2
380,561.579756517542,-180.442860865495,1.94251,Paul Desiderio,18,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,1,post,4,2.6,37.4,-23,0
381,98.6931609577548,-245.839853381606,6.61577,Juan Gomez de Liaño,1,SG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,1,0,0,0,pull-up,4,2.11667,37.88333,-23,2
384,915.468557550098,-699.12359764763,5.60103,Jarrell Lim,12,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,pull-up,4,1.48333,38.51667,-23,0
387,1433.34544448247,-348.429918240076,7.03365,Gian Robert Mamuyac,3,SG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,0,0,0,0,catch-and-shoot,4,1.26667,38.73333,21,0
388,1432.78379883962,-97.7722949350242,6.80867,Bryan Jayson Andrade,2,SG,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,3,0,0,1,0,catch-and-shoot,4,0.766667,39.233333,21,0
391,669.766403975914,-136.610839468509,0.890787,Kristoffer James Porter,14,C,ADMU,UP,Season 80,UAAP,Round 1,Smart Araneta Coliseum,t,2,1,1,0,0,lay-up,4,0.556667,39.443333,19,2
392,724.912968475608,-217.293804541728,0.625107,Jerson Prado,20,C,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,0,lay-up,4,0.308333,39.691667,-21,0
393,920.566012176257,-160.423908633844,1.65579,Paul Desiderio,18,PG,UP,ADMU,Season 80,UAAP,Round 1,Smart Araneta Coliseum,f,2,0,0,0,1,lay-up,4,0.36,39.64,-21,0
